infected,recovered,deaths,chinfected,cinfected,Infection_Rate_china
103026,90306,4890,1.1153846153846154,6.799932480070439e-06,7.900562577004918e-08
103170,90400,4892,1.2836257309941521,1.0199898720105658e-05,9.092258646293015e-08
103331,90478,4895,1.599388379204893,1.1404053430118133e-05,1.1328888529169342e-07
103461,90543,4896,1.4791086350974931,9.208241900095387e-06,1.0476915468075102e-07
103626,90630,4901,1.5915119363395225,1.1687383950121068e-05,1.1273097612848872e-07
103754,90697,4903,1.3302961275626424,9.06657664009392e-06,9.422837339505355e-08
103895,90772,4903,1.0783938814531548,9.987400830103458e-06,7.638547480002643e-08
104146,90857,4906,1.2900188323917137,1.777899013018417e-05,9.137542664878082e-08
104322,90953,4912,1.16,1.2466542880129138e-05,8.216585080085113e-08
104563,91026,4912,1.3852739726027397,1.707066383017683e-05,9.812259875101644e-08
104777,91100,4914,1.5638297872340425,1.5158182820157021e-05,1.107701767032751e-07
104995,91158,4919,1.2394160583941607,1.5441513340159955e-05,8.779109908120139e-08
105246,91205,4920,1.3275862068965518,1.777899013018417e-05,9.4036422587181e-08
105525,91263,4924,1.1891223733003708,1.9762303770204715e-05,8.422866509357956e-08
105715,91322,4928,1.0634920634920635,1.3458199700139411e-05,7.532993984205017e-08
105955,91382,4931,1.1307420494699647,1.69998312001761e-05,8.009343321637738e-08
106193,91382,4935,1.024891774891775,1.685816594017463e-05,7.259577988170439e-08
106453,91526,4936,0.9646569646569647,1.8416483800190774e-05,6.832918985517766e-08
106683,91609,4938,1.0319829424307037,1.629150490016876e-05,7.309806592826254e-08
106954,91709,4939,1.040625,1.9195642730198845e-05,7.371020559451354e-08
107069,91775,4943,0.925026399155227,8.14575245008438e-06,6.552205267227324e-08
107230,91920,4946,0.8372844827586207,1.1404053430118133e-05,5.9307061972597104e-08
107402,92076,4947,0.7427685950413223,1.2183212360126203e-05,5.261225306872682e-08
107510,92223,4950,0.5565565565565566,7.649924040079244e-06,3.9422364645053015e-08
107642,92321,4955,0.6541095890410958,9.349907160096855e-06,4.6332302500479937e-08
107771,92622,4956,0.6962676962676962,9.137409270094652e-06,4.931847211119299e-08
107827,92779,4960,0.5910987482614742,3.96662728004109e-06,4.186907892950186e-08
107902,92891,4966,0.7050359712230215,5.31244725005503e-06,4.9939552086848245e-08
107961,93060,4968,0.5567190226876091,4.179125170043291e-06,3.943387254840151e-08
108012,93280,4970,0.4454713493530499,3.612464130037421e-06,3.155390726465218e-08
108060,93459,4971,0.548235294117647,3.3999662400352196e-06,3.883294774157873e-08
108135,93606,4976,0.5943877551020408,5.31244725005503e-06,4.2102047934109596e-08
108174,93752,4976,0.6677115987460815,2.7624725700286158e-06,4.729576862117959e-08
108226,93883,4977,0.8879668049792531,3.6832967600381547e-06,6.289702415002913e-08
108288,93989,4979,0.9785407725321889,4.391623060045492e-06,6.93126164814047e-08
108342,94147,4982,0.8884120171673819,3.824962020039622e-06,6.292855970022268e-08
108365,94288,4984,0.8967136150234741,1.629150490016876e-06,6.351658370957814e-08
108414,94413,4988,0.8785046728971962,3.4707988700359534e-06,6.222679644924272e-08
108450,94536,4990,0.7105263157894737,2.5499746800264145e-06,5.032844763210029e-08
108482,94641,4991,0.6763285024154589,2.26664416002348e-06,4.790612657054456e-08
108519,94728,4994,0.806282722513089,2.6208073100271483e-06,5.711112575975391e-08
108551,94796,4995,0.7287234042553191,2.26664416002348e-06,5.1617395266492144e-08
108575,94875,4996,0.7716049382716049,1.6999831200176098e-06,5.465480709933159e-08
108607,94960,4999,0.8928571428571429,2.26664416002348e-06,6.324341964351227e-08
108645,95034,5001,0.8181818181818182,2.691639940027882e-06,5.795397000060034e-08
108674,95110,5001,0.8978102189781022,2.0541462700212786e-06,6.359425905175365e-08
108707,95181,5001,1.056,2.3374767900242136e-06,7.479925728077484e-08
108743,95241,5001,1.088,2.5499746800264145e-06,7.706590144079832e-08
108775,95293,5002,1.0317460317460319,2.26664416002348e-06,7.308128492139197e-08
108807,95332,5004,1.08130081300813,2.26664416002348e-06,7.659138040729746e-08
108839,95462,5005,1.0,2.26664416002348e-06,7.083263000073375e-08
108866,95518,5006,0.9044117647058824,1.912481010019811e-06,6.406186389772243e-08
108906,95561,5007,1.0076923076923077,2.8333052000293495e-06,7.137749638535477e-08
108950,95605,5007,1.0751879699248121,3.1166357200322846e-06,7.615839165492426e-08
108997,95649,5009,1.196969696969697,3.329133610034486e-06,8.478451166754493e-08
109034,95681,5011,1.3658536585365855,2.6208073100271483e-06,9.674700683027048e-08
109061,95721,5012,1.183206106870229,1.912481010019811e-06,8.380960038254757e-08
109101,95755,5012,1.055944055944056,2.8333052000293495e-06,7.479529461615941e-08
109131,95778,5013,0.8481012658227848,2.1249789000220124e-06,6.007324316517924e-08
109162,95804,5013,0.7619047619047619,2.195811530022746e-06,5.396771809579714e-08
109207,95835,5015,0.9419354838709677,3.1874683500330183e-06,6.671976761359435e-08
109248,95851,5015,0.9735099337748344,2.9041378300300833e-06,6.895626894111166e-08
109280,95869,5015,1.1119402985074627,2.26664416002348e-06,7.876165574708452e-08
109315,95903,5016,1.1953125,2.4791420500256807e-06,8.466712804775205e-08
109350,95923,5018,0.9794520547945206,2.4791420500256807e-06,6.937716500071867e-08
109390,95951,5019,0.9659863945578231,2.8333052000293495e-06,6.842335687145707e-08
109464,95972,5019,1.2348993288590604,5.2416146200542965e-06,8.747116724922825e-08
109538,96011,5019,1.457516339869281,5.2416146200542965e-06,1.0323971562198446e-07
109577,96040,5019,1.5874125874125875,2.7624725700286158e-06,1.1244060846270321e-07
109628,96060,5019,1.676056338028169,3.612464130037421e-06,1.1871947845193401e-07
109655,96087,5019,1.0380434782608696,1.912481010019811e-06,7.352734962032688e-08
109686,96123,5019,0.6636771300448431,2.195811530022746e-06,4.7009996592415215e-08
109713,96154,5019,0.5991189427312775,1.912481010019811e-06,4.2437170396915364e-08
109735,96173,5019,0.4495798319327731,1.5583178600161423e-06,3.184492189108618e-08
109762,96208,5019,0.5602094240837696,1.912481010019811e-06,3.968110685904979e-08
109781,96231,5019,0.6418918918918919,1.345819970013941e-06,4.546689087884936e-08
109815,96269,5020,0.75,2.4083094200249474e-06,5.3124472500550307e-08
109850,96314,5020,1.074766355140187,2.4791420500256807e-06,7.612852757088206e-08
109878,96346,5021,1.0841121495327102,1.983313640020545e-06,7.679051476715059e-08
109906,96390,5021,1.3157894736842106,1.983313640020545e-06,9.320082894833388e-08
109960,96433,5022,1.4215686274509804,3.824962020039622e-06,1.006934446088862e-07
110001,96452,5022,1.3130434782608695,2.9041378300300833e-06,9.300632287052864e-08
110029,96478,5022,1.3017241379310345,1.983313640020545e-06,9.220454422509306e-08
110060,96504,5022,1.232,2.195811530022746e-06,8.726580016090396e-08
110081,96518,5022,0.8344827586206897,1.4874852300154085e-06,5.9108608483370916e-08
110109,96537,5023,0.7152317880794702,1.983313640020545e-06,5.0661748609796316e-08
110169,96558,5023,0.9271523178807947,4.249957800044025e-06,6.5672637086773e-08
110235,96583,5023,1.1363636363636365,4.674953580048427e-06,8.04916250008338e-08
110273,96605,5023,1.5867768595041323,2.691639940027882e-06,1.1239557818298248e-07
110327,96619,5023,2.0185185185185186,3.824962020039622e-06,1.4297697537185145e-07
110382,96642,5023,1.5214285714285714,3.895794650040356e-06,1.077667870725449e-07
110405,96660,5023,0.9714285714285714,1.629150490016876e-06,6.880884057214134e-08
110442,96675,5023,0.8802083333333334,2.6208073100271483e-06,6.234747119856252e-08
110474,96693,5024,0.6743119266055045,2.26664416002348e-06,4.7763287202329626e-08
110513,96715,5025,0.6150234741784038,2.7624725700286158e-06,4.3563730188244694e-08
110536,96729,5026,0.7705882352941177,1.629150490016876e-06,5.458279135350659e-08
110587,96749,5026,0.8579881656804734,3.612464130037421e-06,6.077355828465321e-08
110619,96768,5026,0.9863945578231292,2.26664416002348e-06,6.986892074902307e-08
110658,96788,5026,1.1068702290076335,2.7624725700286158e-06,7.840252939012513e-08
110683,96809,5028,1.1221374045801527,1.7708157500183436e-06,7.948394358860962e-08
110715,96827,5028,0.8827586206896552,2.26664416002348e-06,6.252811475926841e-08
110778,96839,5028,1.096551724137931,4.462455690046226e-06,7.767164255252872e-08
110829,96855,5029,1.1793103448275861,3.612464130037421e-06,8.353365331121012e-08
110881,96877,5029,1.346938775510204,3.6832967600381547e-06,9.540721591935564e-08
110916,96895,5030,1.5703125,2.4791420500256807e-06,1.112293642980272e-07
110952,96935,5030,1.0943396226415094,2.5499746800264145e-06,7.751495358570861e-08
110966,96958,5030,0.8011695906432749,9.916568200102724e-07,5.6748949181874406e-08
111014,96989,5030,0.6717171717171717,3.3999662400352196e-06,4.7579493889381756e-08
111053,97008,5030,0.681592039800995,2.7624725700286158e-06,4.827895676666927e-08
111079,97033,5030,0.7298850574712644,1.8416483800190773e-06,5.1699678218926355e-08
111110,97055,5030,1.051094890510949,2.195811530022746e-06,7.445181547522379e-08
111142,97070,5030,0.9624060150375939,2.26664416002348e-06,6.816974917363848e-08
111172,97097,5030,0.8686131386861314,2.1249789000220124e-06,6.152615306633077e-08
111211,97123,5030,1.0393700787401574,2.7624725700286158e-06,7.362131622123506e-08
111252,97144,5030,0.9861111111111112,2.9041378300300833e-06,6.984884347294577e-08
111290,97175,5030,1.15625,2.691639940027882e-06,8.190022843834838e-08
111325,97206,5031,1.2857142857142858,2.4791420500256807e-06,9.107052428665767e-08
111354,97232,5031,1.0833333333333333,2.0541462700212786e-06,7.673534916746155e-08
111385,97249,5031,0.9366197183098591,2.195811530022746e-06,6.634323795843371e-08
111411,97266,5031,0.8175675675675675,1.8416483800190773e-06,5.79104610141134e-08
111431,97287,5031,0.6928104575163399,1.4166526000146748e-06,4.907358679789396e-08
111451,97312,5031,0.6783216783216783,1.4166526000146748e-06,4.804730846203618e-08
111478,97332,5031,0.6992481203007519,1.912481010019811e-06,4.952958338397171e-08
111501,97357,5031,0.743801652892562,1.629150490016876e-06,5.268542727327303e-08
111522,97377,5031,0.8584905660377359,1.4874852300154085e-06,6.080914462327142e-08
111558,97390,5031,1.1030927835051547,2.5499746800264145e-06,7.81349629905001e-08
111596,97413,5031,1.2688172043010753,2.691639940027882e-06,8.987365957082345e-08
111614,97435,5031,1.2555555555555555,1.2749873400132073e-06,8.893430211203237e-08
111637,97454,5031,1.2637362637362637,1.629150490016876e-06,8.951376318774044e-08
111674,97479,5031,1.0841121495327102,2.6208073100271483e-06,7.679051476715059e-08
111720,97491,5031,1.0508474576271187,3.258300980033752e-06,7.443428915331343e-08
111766,97519,5031,1.345132743362832,3.258300980033752e-06,9.527928991249141e-08
111803,97543,5031,1.4434782608695653,2.6208073100271483e-06,1.0224536156627653e-07
111832,97560,5031,1.3620689655172413,2.0541462700212786e-06,9.647892706996492e-08
111857,97578,5031,1.1048387096774193,1.7708157500183436e-06,7.825863153306872e-08
111897,97596,5031,0.8618421052631579,2.8333052000293495e-06,6.104654296115868e-08
111933,97600,5031,0.7831325301204819,2.5499746800264145e-06,5.547133674756257e-08
111975,97621,5031,0.9050632911392406,2.974970460030817e-06,6.410801322851218e-08
112014,97632,5031,1.145985401459854,2.7624725700286158e-06,8.117315992784816e-08
112051,97656,5031,1.1755725190839694,2.6208073100271483e-06,8.326889328330532e-08
112082,97672,5031,1.146153846153846,2.195811530022746e-06,8.118509130853328e-08
112113,97685,5031,0.965034965034965,2.195811530022746e-06,6.83559646160927e-08
112141,97707,5031,0.8089171974522293,1.983313640020545e-06,5.7297732548364235e-08
112183,97726,5031,0.8571428571428571,2.974970460030817e-06,6.071368285777177e-08
112207,97737,5031,0.8389261744966443,1.6999831200176098e-06,5.942334731605179e-08
112256,97756,5031,1.036231884057971,3.4707988700359534e-06,7.339902963844148e-08
112286,97770,5031,1.141732283464567,2.1249789000220124e-06,8.087190039453853e-08
112329,97788,5031,1.106060606060606,3.045803090031551e-06,7.834518166747823e-08
112368,97795,5031,1.288,2.7624725700286158e-06,9.123242744094507e-08
112407,97813,5031,1.055944055944056,2.7624725700286158e-06,7.479529461615941e-08
112450,97825,5031,1.1310344827586207,3.045803090031551e-06,8.011414703531265e-08
112503,97854,5031,1.1917808219178083,3.7541293900388884e-06,8.441697000087446e-08
112539,97863,5031,1.062111801242236,2.5499746800264145e-06,7.523217223680415e-08
112597,97890,5031,1.2582781456953642,4.108292540042557e-06,8.912715033204908e-08
112620,97902,5031,1.0365853658536586,1.629150490016876e-06,7.342406768368741e-08
112653,97923,5031,0.8620689655172413,2.3374767900242136e-06,6.106261206959804e-08
112702,97938,5031,0.9532163742690059,3.4707988700359534e-06,6.751882274923742e-08
112758,97956,5031,0.8473684210526315,3.96662728004109e-06,6.002133384272701e-08
112820,97979,5031,1.1764705882352942,4.391623060045492e-06,8.333250588321617e-08
112854,97993,5031,1.34,2.4083094200249474e-06,9.491572420098322e-08
112896,98003,5031,1.1901840490797546,2.974970460030817e-06,8.430386638124139e-08
112943,98020,5031,1.1490683229813665,3.329133610034486e-06,8.139153136730275e-08
112997,98036,5031,0.885,3.824962020039622e-06,6.268687755064936e-08
113040,98051,5031,0.9253731343283582,3.045803090031551e-06,6.554661283649987e-08
113094,98084,5032,1.0206185567010309,3.824962020039622e-06,7.2293096598687e-08
113157,98104,5032,1.1567567567567567,4.462455690046226e-06,8.193612335220011e-08
113186,98114,5032,1.0677966101694916,2.0541462700212786e-06,7.563484220417332e-08
113229,98148,5032,1.0161290322580645,3.045803090031551e-06,7.197509177493912e-08
113278,98172,5032,0.9292929292929293,3.4707988700359534e-06,6.582426222290408e-08
113305,98211,5032,0.6915887850467289,1.912481010019811e-06,4.8987052523871935e-08
113347,98243,5032,0.8518518518518519,2.974970460030817e-06,6.033890703766208e-08
113394,98280,5033,0.873015873015873,3.329133610034486e-06,6.183801031810089e-08
113431,98309,5033,0.8315217391304348,2.6208073100271483e-06,5.8898871685392736e-08
113478,98331,5033,1.1689189189189189,3.329133610034486e-06,8.279760128464147e-08
113519,98353,5033,1.0683229813664596,2.9041378300300833e-06,7.56721264604112e-08
113555,98368,5033,0.9757575757575757,2.5499746800264145e-06,6.911547533404929e-08
113577,98399,5033,0.954248366013072,1.5583178600161423e-06,6.759192143860867e-08
113614,98420,5033,0.7861271676300579,2.6208073100271483e-06,5.568345479826468e-08
113667,98450,5034,0.8604651162790697,3.7541293900388884e-06,6.094900720993369e-08
113694,98468,5034,0.8633540372670807,1.912481010019811e-06,6.115363708137881e-08
113735,98492,5034,1.082191780821918,2.9041378300300833e-06,7.665449000079405e-08
113771,98527,5037,1.1544117647058822,2.5499746800264145e-06,8.177002139790586e-08
113854,98549,5037,1.2635135135135136,5.8791082900609e-06,8.94979852036298e-08
113910,98579,5038,1.5539568345323742,3.96662728004109e-06,1.1007084949754308e-07
113943,98603,5038,1.3164556962025316,2.3374767900242136e-06,9.324801924147226e-08
113992,98619,5038,1.4076433121019107,3.4707988700359534e-06,9.970707789912201e-08
114006,98590,5038,0.8128342245989305,9.916568200102724e-07,5.757518588294935e-08
114074,98660,5039,0.7592592592592593,4.816618840049895e-06,5.3780330185742283e-08
114112,98682,5040,0.8125,2.691639940027882e-06,5.7551511875596167e-08
114156,98700,5040,0.7420814479638009,3.1166357200322846e-06,5.2563580634028664e-08
114193,98727,5040,1.230263157894737,2.6208073100271483e-06,8.714277506669218e-08
114236,98739,5040,0.9878048780487805,3.045803090031551e-06,6.996881743974918e-08
114286,98769,5040,1.029585798816568,3.541631500036687e-06,7.292826994158385e-08
114330,98796,5041,1.0609756097560976,3.1166357200322846e-06,7.515169280565654e-08
114386,98811,5042,1.032085561497326,3.96662728004109e-06,7.310533470663963e-08
114464,98837,5043,1.4074074074074074,5.5249451400572316e-06,9.969036814918082e-08
114489,98798,5043,1.1666666666666667,1.7708157500183436e-06,8.263806833418937e-08
114589,98881,5044,1.4885057471264367,7.083263000073374e-06,1.0543477684017263e-07
114648,98906,5044,1.3575129533678756,4.179125170043291e-06,9.615621274711005e-08
114711,98903,5044,1.0833333333333333,4.462455690046226e-06,7.673534916746155e-08
114763,98950,5045,1.3497536945812807,3.6832967600381547e-06,9.560660404039922e-08
114853,98979,5045,1.0193050193050193,6.374936700066037e-06,7.22000552903232e-08
114935,98999,5045,1.0954198473282444,5.808275660060167e-06,7.759146874126177e-08
115032,99022,5046,1.2995951417004048,6.870765110071173e-06,9.20537418228159e-08
115090,99048,5046,1.1934306569343065,4.108292540042557e-06,8.453383215416033e-08
115170,99070,5046,1.2007575757575757,5.666610400058699e-06,8.505281708421437e-08
115248,99091,5046,1.0905923344947734,5.5249451400572316e-06,7.724952331090474e-08
115341,99119,5047,0.9626168224299065,6.587434590068238e-06,6.818468121565958e-08
115473,99150,5047,1.1712538226299694,9.349907160096855e-06,8.296298865529364e-08
115619,99172,5047,1.416403785488959,1.0341563980107126e-05,1.0032760526917808e-07
115760,99187,5047,1.6357827476038338,9.987400830103458e-06,1.1586679412260599e-07
115854,99228,5047,1.6601941747572815,6.658267220068972e-06,1.1759591970995602e-07
116037,0,5047,1.4725848563968669,1.2962371290134274e-05,1.043070582778429e-07
116198,0,5047,1.289532293986637,1.1404053430118133e-05,9.134096385395286e-08
116327,0,5047,1.107421875,9.137409270094652e-06,7.844160392659381e-08
116460,0,5048,1.1812865497076024,9.420739790097588e-06,8.367363310028197e-08
116601,0,5048,1.0,9.987400830103458e-06,7.083263000073375e-08
116710,0,5048,0.8842832469775475,7.720756670079977e-06,6.263610804900807e-08
116803,0,5049,0.8395061728395061,6.587434590068238e-06,5.9464430124072764e-08
116944,0,5049,0.7986798679867987,9.987400830103458e-06,5.657259557814378e-08
117016,0,5049,0.7358156028368794,5.099949360052829e-06,5.211975434451152e-08
117083,0,5050,0.728515625,4.745786210049161e-06,5.1602677715378294e-08
117160,0,5050,0.75,5.454112510056498e-06,5.3124472500550307e-08
117216,0,5050,0.5619834710743802,3.96662728004109e-06,3.9806767273139626e-08
117263,0,5050,0.5951807228915663,3.329133610034486e-06,4.215821592814756e-08
117329,0,5050,0.6595174262734584,4.674953580048427e-06,4.671535383426408e-08
117391,0,5050,0.6470588235294118,4.391623060045492e-06,4.5832878235768886e-08
117441,0,5050,0.8272058823529411,3.541631500036687e-06,5.859316819913637e-08
117493,0,5052,0.9311740890688259,3.6832967600381547e-06,6.595750971728244e-08
117538,0,5053,0.8495934959349594,3.1874683500330183e-06,6.017894174859087e-08
117591,0,5053,0.8658008658008658,3.7541293900388884e-06,6.132695238158764e-08
117622,0,5053,0.8044444444444444,2.195811530022746e-06,5.698091568947914e-08
117661,0,5055,0.7304347826086957,2.7624725700286158e-06,5.173861669618812e-08
117711,0,5055,0.8277511961722488,3.541631500036687e-06,5.863179421113367e-08
117768,0,5055,0.885,4.0374599100418235e-06,6.268687755064936e-08
117813,0,5055,1.0552486187845305,3.1874683500330183e-06,7.474603497314998e-08
117859,0,5055,1.1785714285714286,3.258300980033752e-06,8.348131392943619e-08
117919,0,5056,1.2023121387283238,4.249957800044025e-06,8.51629308679342e-08
117950,0,5056,1.0282485875706215,2.195811530022746e-06,7.283355175216691e-08
117991,0,5056,0.9319371727748691,2.9041378300300833e-06,6.601156094309218e-08
118037,0,5057,0.898989898989899,3.258300980033752e-06,6.36778188895485e-08
118082,0,5058,0.7836538461538461,3.1874683500330183e-06,5.550826293326731e-08
118126,0,5059,0.967032967032967,3.1166357200322846e-06,6.84974883523579e-08
118172,0,5060,1.0168539325842696,3.258300980033752e-06,7.202643837153262e-08
118223,0,5060,1.0449438202247192,3.612464130037421e-06,7.401611898953078e-08
118255,0,5061,1.0613496932515338,2.26664416002348e-06,7.517819012347815e-08
118296,0,5061,0.9659090909090909,2.9041378300300833e-06,6.841788125070873e-08
118321,0,5061,0.8232044198895028,1.7708157500183436e-06,5.8309734089001813e-08
118371,0,5061,0.7956989247311828,3.541631500036687e-06,5.636144752746555e-08
118437,0,5061,1.0520231213872833,4.674953580048427e-06,7.451756450944243e-08
118528,0,5061,1.3647058823529412,6.4457693300667704e-06,9.666570682453076e-08
118646,0,5063,2.1812080536912752,8.358250340086582e-06,1.5450070302173468e-07
118724,0,5063,2.385135135135135,5.5249451400572316e-06,1.689453945287771e-07
118808,0,5064,2.0384615384615383,5.949940920061634e-06,1.4438959192457263e-07
118892,0,5064,1.5689655172413792,5.949940920061634e-06,1.1113395396666846e-07
118958,0,5064,0.96,4.674953580048427e-06,6.79993248007044e-08
119038,0,5064,0.8895184135977338,5.666610400058699e-06,6.300692866920793e-08
119101,0,5064,0.7897574123989218,4.462455690046226e-06,5.5940594582789724e-08
119188,0,5064,0.8131868131868132,6.162438810063835e-06,5.760016065993732e-08
119239,0,5064,0.9006410256410257,3.612464130037421e-06,6.379477253271213e-08
119290,0,5065,0.802547770700637,3.612464130037421e-06,5.684656929995192e-08
119360,0,5065,0.8839590443686007,4.9582841000513615e-06,6.261314392556329e-08
119418,0,5067,0.777027027027027,4.108292540042557e-06,5.5038867905975536e-08
119471,0,5068,0.8256227758007118,3.7541293900388884e-06,5.8481032598470556e-08
119526,0,5068,0.9365079365079365,3.895794650040356e-06,6.63353201594173e-08
119578,0,5068,0.8416988416988417,3.6832967600381547e-06,5.961974262610021e-08
119624,0,5068,0.8956521739130435,3.258300980033752e-06,6.344139904413544e-08
119670,0,5069,0.8577586206896551,3.258300980033752e-06,6.075729900925006e-08
119726,0,5069,0.847457627118644,3.96662728004109e-06,6.002765254299469e-08
119790,0,5069,0.9724770642201835,4.53328832004696e-06,6.888310807410804e-08
119832,0,5070,1.0097087378640777,2.974970460030817e-06,7.152032543763407e-08
119872,0,5071,1.015075376884422,2.8333052000293495e-06,7.190045859370962e-08
119916,0,5071,0.95,3.1166357200322846e-06,6.729099850069705e-08
119965,0,5071,0.8254716981132075,3.4707988700359534e-06,5.8470331368530215e-08
120007,0,5071,0.8413461538461539,2.974970460030817e-06,5.9594760817925026e-08
120048,0,5071,0.8712871287128713,2.9041378300300833e-06,6.171555881252049e-08
120081,0,5071,0.868421052631579,2.3374767900242136e-06,6.151254710590036e-08
120102,0,5071,0.7828571428571428,1.4874852300154085e-06,5.545183034343155e-08
120169,0,5072,0.9257142857142857,4.745786210049161e-06,6.557077748639351e-08
120195,0,5072,0.8352272727272727,1.8416483800190773e-06,5.9161344375612836e-08
120234,0,5072,0.9272727272727272,2.7624725700286158e-06,6.568116600068038e-08
120278,0,5072,1.2846715328467153,3.1166357200322846e-06,9.099666335860684e-08
120304,0,5072,0.8333333333333334,1.8416483800190773e-06,5.9027191667278124e-08
120349,0,5072,1.0476190476190477,3.1874683500330183e-06,7.420561238172107e-08
120389,0,5074,1.0130718954248366,2.8333052000293495e-06,7.175854673276947e-08
120426,0,5074,0.8409090909090909,2.6208073100271483e-06,5.956380250061701e-08
120460,0,5074,1.1555555555555554,2.4083094200249474e-06,8.185103911195898e-08
120507,0,5075,1.025974025974026,3.329133610034486e-06,7.267243857218136e-08
120550,0,5075,1.038709677419355,3.045803090031551e-06,7.357453825882667e-08
120629,0,5076,1.3716216216216217,5.595777770057965e-06,9.715556682533073e-08
120701,0,5077,1.544871794871795,5.099949360052829e-06,1.094273322447233e-07
120765,0,5077,1.6329113924050633,4.53328832004696e-06,1.156634084822108e-07
120817,0,5077,1.6583850931677018,3.6832967600381547e-06,1.1746777770308016e-07
120872,0,5077,1.1970443349753694,3.895794650040356e-06,8.478979847378472e-08
120954,0,5078,1.049792531120332,5.808275660060167e-06,7.435956593438024e-08
121015,0,5078,0.9689922480620154,4.3207904300447585e-06,6.863626938055594e-08
121102,0,5078,1.0674157303370786,6.162438810063835e-06,7.560786348392928e-08
121200,0,5078,1.3497942386831276,6.941597740071907e-06,9.560947588576408e-08
121292,0,5078,1.3359683794466404,6.516601960067504e-06,9.463015391402373e-08
121396,0,5079,1.524,7.366593520076309e-06,1.0794892812111822e-07
121477,0,5081,1.3157894736842106,5.737443030059433e-06,9.320082894833388e-08
121593,0,5081,1.1981707317073171,8.216585080085114e-06,8.486958411673282e-08
121714,0,5081,1.2485207100591715,8.570748230088782e-06,8.843600550387466e-08
121827,0,5081,1.1312335958005248,8.004087190082912e-06,8.012825073573816e-08
121925,0,5081,1.1946666666666668,6.941597740071907e-06,8.462138197420992e-08
122022,0,5082,1.0916030534351144,6.870765110071173e-06,7.732111519164064e-08
122141,0,5083,1.0118483412322274,8.429082970087315e-06,7.167187917135854e-08
122228,0,5083,0.9303944315545244,6.162438810063835e-06,6.590228452504462e-08
122345,0,5083,0.9375,8.287417710085847e-06,6.640559062568789e-08
122445,0,5085,0.986013986013986,7.083263000073374e-06,6.984196384687733e-08
122563,0,5085,0.9882903981264637,8.358250340086582e-06,7.000320810376964e-08
122658,0,5086,1.0723192019950125,6.7290998500697055e-06,7.595518927759479e-08
122750,0,5086,0.9642857142857143,6.516601960067504e-06,6.830289321499325e-08
122826,0,5086,0.900709219858156,5.383279880055764e-06,6.37996029084623e-08
122855,0,5086,0.6919431279620853,2.0541462700212786e-06,4.901215156448875e-08
122895,0,5086,0.5511627906976744,2.8333052000293495e-06,3.904031002366022e-08
122946,0,5086,0.4839506172839506,3.612464130037421e-06,3.427949501270078e-08
122994,0,5086,0.4409448818897638,3.3999662400352196e-06,3.1233285669614876e-08
123041,0,5086,0.636986301369863,3.329133610034486e-06,4.511941500046738e-08
123076,0,5086,0.7637130801687764,2.4791420500256807e-06,5.409580603431564e-08
123123,0,5086,0.9030612244897959,3.329133610034486e-06,6.396620158229527e-08
123169,0,5086,1.0416666666666667,3.258300980033752e-06,7.378398958409765e-08
123212,0,5087,0.9193548387096774,3.045803090031551e-06,6.512032112970683e-08
123252,0,5088,0.9723756906077348,2.8333052000293495e-06,6.887592751452562e-08
123293,0,5088,0.96045197740113,2.9041378300300833e-06,6.803133954872733e-08
123339,0,5088,0.9714285714285714,3.258300980033752e-06,6.880884057214134e-08
123376,0,5088,0.9590643274853801,2.6208073100271483e-06,6.793304865567446e-08
123441,0,5089,1.0738636363636365,4.6041209500476935e-06,7.606458562578794e-08
123501,0,5089,1.223529411764706,4.249957800044025e-06,8.666580611854482e-08
123638,0,5089,1.7588235294117647,9.704070310100523e-06,1.2458209629540817e-07
123725,0,5089,2.1280487804878048,6.162438810063835e-06,1.507352918918053e-07
123839,0,5089,2.105820105820106,8.074919820083647e-06,1.4916077640366155e-07
123956,0,5089,2.1875,8.287417710085847e-06,1.5494637812660505e-07
124034,0,5090,1.3244147157190636,5.5249451400572316e-06,9.381177752605539e-08
124123,0,5090,1.140401146131805,6.304104070065303e-06,8.077761243636684e-08
124262,0,5090,1.0628140703517588,9.84573557010199e-06,7.528191580479993e-08
124346,0,5091,0.8571428571428571,5.949940920061634e-06,6.071368285777177e-08
124447,0,5091,1.042929292929293,7.154095630074108e-06,7.387342472298747e-08
124549,0,5091,1.07035175879397,7.224928260074842e-06,7.581583010128787e-08
124673,0,5091,0.9716312056737588,8.783246120090985e-06,6.882319368865619e-08
124751,0,5091,1.0384615384615385,5.5249451400572316e-06,7.35569619238389e-08
124856,0,5091,0.9903147699757869,7.437426150077043e-06,7.014659968595666e-08
124925,0,5092,0.8826291079812206,4.887451470050628e-06,6.251894103351147e-08
125012,0,5094,0.8248175182481752,6.162438810063835e-06,5.8423994088196444e-08
125112,0,5095,0.891358024691358,7.083263000073374e-06,6.313723316114786e-08
125216,0,5095,0.8801955990220048,7.366593520076309e-06,6.234656919379986e-08
125363,0,5095,1.1648936170212767,1.041239661010786e-05,8.251247856468452e-08
125475,0,5095,1.3657817109144543,7.93325456008218e-06,9.674191059097264e-08
125623,0,5097,1.4155124653739612,1.0483229240108593e-05,1.0026447072126024e-07
125695,0,5099,1.3305555555555555,5.099949360052829e-06,9.424674936208738e-08
125835,0,5100,1.0776255707762556,9.916568200102723e-06,7.633105333412402e-08
