infected,recovered,deaths,chinfected,cinfected,Infection_Rate_china
84265,76760,3348,5.93854748603352,9.63323768009979e-06,4.206429368199998e-07
84363,76946,3353,0.3014629049111808,6.941597740071907e-06,2.1353410402520047e-08
84467,77207,3357,0.2281648675171737,7.366593520076309e-06,1.6161517640010396e-08
84611,77310,3361,0.23273780782230807,1.0199898720105658e-05,1.6485431028659423e-08
84692,77410,3362,0.20084666039510818,5.737443030059433e-06,1.422649718264972e-08
84909,77567,3366,0.9462738301559792,1.5370680710159223e-05,6.702706409081565e-08
85024,77679,3372,1.1978494623655913,8.14575245008438e-06,8.484682776431977e-08
85115,77791,3373,1.045643153526971,6.4457693300667704e-06,7.406565460657637e-08
85208,77877,3379,1.2084309133489461,6.587434590068238e-06,8.559633976669463e-08
85377,77956,3381,0.8571428571428571,1.1970714470124003e-05,6.071368285777177e-08
85489,78039,3385,0.8348294434470377,7.93325456008218e-06,5.9133165081402494e-08
85569,78200,3387,0.9007936507936508,5.666610400058699e-06,6.380558337367682e-08
85668,78311,3389,0.8914728682170543,7.0124303700726405e-06,6.314536783011149e-08
85774,78401,3391,0.8482905982905983,7.508258780077777e-06,6.0086654081819e-08
86187,77552,4686,1.5010752688172042,2.9253876190303033e-05,1.0632510911938096e-07
86258,77614,4687,1.5176211453744493,5.029116730052095e-06,1.0749709707159811e-07
86321,77690,4687,1.4195652173913043,4.462455690046226e-06,1.0055153780538942e-07
86382,77745,4688,1.5314861460957179,4.3207904300447585e-06,1.0847919153764763e-07
86452,77799,4691,0.37965616045845274,4.9582841000513615e-06,2.6892044341252784e-08
86508,77861,4692,0.36284470246734396,3.96662728004109e-06,2.5701244557595693e-08
86548,77983,4693,0.34762633996937214,2.8333052000293495e-06,2.4623287917559813e-08
86594,78109,4694,0.34868421052631576,3.258300980033752e-06,2.4698219671308472e-08
86632,78175,4695,0.6792452830188679,2.691639940027882e-06,4.8112729811819146e-08
86661,78277,4696,0.612,2.0541462700212786e-06,4.3349569560449043e-08
86692,78374,4696,0.6343612334801763,2.195811530022746e-06,4.493347453791039e-08
86754,78422,4697,0.7547169811320755,4.391623060045492e-06,5.3458588679799054e-08
86783,78474,4697,0.8388888888888889,2.0541462700212786e-06,5.9420706278393305e-08
86828,78523,4697,1.091503267973856,3.1874683500330183e-06,7.731404712498388e-08
86850,78573,4698,1.0972222222222223,1.5583178600161423e-06,7.771913569524952e-08
86858,78586,4698,0.65,5.6666104000587e-07,4.604120950047693e-08
86842,78684,4699,0.39072847682119205,-1.13332208001174e-06,2.7676325629425766e-08
86838,78792,4699,0.059880239520958084,-2.83330520002935e-07,4.2414748503433376e-09
86855,78870,4699,0.03164556962025317,1.2041547100124737e-06,2.2415389240738524e-09
86877,78929,4699,0.18269230769230768,1.5583178600161423e-06,1.2940576634749431e-08
86888,78977,4701,0.7796610169491526,7.791589300080711e-07,5.522544033955512e-08
86905,78993,4702,6.7,1.2041547100124737e-06,4.7457862100491605e-07
86934,79127,4702,15.8,2.0541462700212786e-06,1.119155554011593e-06
86973,79167,4703,5.052631578947368,2.7624725700286158e-06,3.5789118316160207e-07
86980,79198,4704,2.0,4.958284100051362e-07,1.416652600014675e-07
87002,79222,4704,1.4477611940298507,1.5583178600161423e-06,1.0254873298613691e-07
87016,79246,4704,1.0379746835443038,9.916568200102724e-07,7.352247670962236e-08
87032,79261,4704,0.6145833333333334,1.13332208001174e-06,4.3532553854617614e-08
87052,79281,4704,0.782608695652174,1.4166526000146748e-06,5.543423217448728e-08
87070,79293,4705,0.7010309278350515,1.2749873400132073e-06,4.9655864330411275e-08
87092,79306,4705,0.926829268292683,1.5583178600161423e-06,6.56497546348264e-08
87119,79310,4705,1.4745762711864407,1.912481010019811e-06,1.0444811542481077e-07
87135,79310,4706,1.1527777777777777,1.13332208001174e-06,8.16542818064014e-08
87151,79310,4706,1.1911764705882353,1.13332208001174e-06,8.437416220675637e-08
87190,79310,4706,1.2894736842105263,2.7624725700286158e-06,9.133681236936719e-08
87235,79332,4706,1.3333333333333333,3.1874683500330183e-06,9.444350666764498e-08
87266,79335,4706,1.5783132530120483,2.195811530022746e-06,1.1179607867585688e-07
87313,79343,4706,2.0,3.329133610034486e-06,1.416652600014675e-07
87360,79352,4706,1.7346938775510203,3.329133610034486e-06,1.2287292959310957e-07
87390,79358,4707,1.3362068965517242,2.1249789000220124e-06,9.464704870787698e-08
87421,79367,4708,1.183206106870229,2.195811530022746e-06,8.380960038254757e-08
87444,79371,4708,0.808641975308642,1.629150490016876e-06,5.727823784009951e-08
87466,79382,4708,0.6235294117647059,1.5583178600161423e-06,4.416622811810457e-08
87475,79386,4708,0.5483870967741935,6.374936700066036e-07,3.884370032298302e-08
87496,79389,4708,0.4838709677419355,1.4874852300154085e-06,3.427385322616149e-08
87520,79398,4708,0.5801526717557252,1.6999831200176098e-06,4.1093739542410415e-08
87535,79400,4708,0.6509433962264151,1.0624894500110062e-06,4.610803273632668e-08
87538,79404,4708,0.7411764705882353,2.1249789000220123e-07,5.249947870642619e-08
87553,79415,4708,0.76,1.0624894500110062e-06,5.3832798800557644e-08
87561,79420,4708,0.5394736842105263,5.6666104000587e-07,3.8212339868816885e-08
87572,79424,4708,0.5362318840579711,7.791589300080711e-07,3.798271463807462e-08
87581,79434,4708,0.6825396825396826,6.374936700066036e-07,4.83460807941516e-08
87587,79444,4708,0.5964912280701754,4.2499578000440245e-07,4.225104245657802e-08
87610,79451,4708,1.1951219512195121,1.629150490016876e-06,8.465363097648665e-08
87626,79456,4708,1.4594594594594594,1.13332208001174e-06,1.0337735189296276e-07
87636,79464,4708,1.2790697674418605,7.083263000073374e-07,9.059987558233385e-08
87648,79472,4708,1.7941176470588236,8.499915600088049e-07,1.2708207147190465e-07
87713,79475,4708,2.1020408163265305,4.6041209500476935e-06,1.4889307938929743e-07
87769,79482,4708,2.6481481481481484,3.96662728004109e-06,1.8757529796490603e-07
87830,79489,4708,3.5272727272727273,4.3207904300447585e-06,2.498460040025881e-07
87880,79493,4708,3.80327868852459,3.541631500036687e-06,2.6939623213393815e-07
87921,79510,4708,2.0194174757281553,2.9041378300300833e-06,1.4304065087526815e-07
87965,79515,4709,1.3706293706293706,3.1166357200322846e-06,9.708528307792877e-08
87971,79515,4709,0.7268041237113402,4.2499578000440245e-07,5.148144757785287e-08
88034,79534,4709,0.6637931034482759,4.462455690046226e-06,4.70182112935905e-08
88057,79535,4710,0.6538461538461539,1.629150490016876e-06,4.6313642692787446e-08
88115,79547,4710,0.7653061224489796,4.108292540042557e-06,5.42086454087248e-08
88150,79555,4711,1.2695035460992907,2.4791420500256807e-06,8.99222749654705e-08
88172,79562,4711,0.8961038961038961,1.5583178600161423e-06,6.347339571494322e-08
88201,79572,4712,1.0588235294117647,2.0541462700212786e-06,7.499925529489455e-08
88229,79580,4712,0.76,1.983313640020545e-06,5.3832798800557644e-08
88258,79591,4712,0.6033519553072626,2.0541462700212786e-06,4.273700581049857e-08
88277,79609,4713,0.7608695652173914,1.345819970013941e-06,5.389439239186263e-08
88305,79619,4713,0.7222222222222222,1.983313640020545e-06,5.115689944497436e-08
88311,79632,4713,0.7192982456140351,4.2499578000440245e-07,5.0949786491755844e-08
88344,79650,4713,0.7962962962962963,2.3374767900242136e-06,5.6403760926510204e-08
88360,79665,4713,0.7904761904761904,1.13332208001174e-06,5.599150752438953e-08
88372,79680,4713,0.6442307692307693,8.499915600088049e-07,4.563255971201117e-08
88395,79706,4713,1.024390243902439,1.629150490016876e-06,7.256025512270285e-08
88415,79718,4713,0.8255813953488372,1.4166526000146748e-06,5.847810151223367e-08
88444,79725,4713,1.0120481927710843,2.0541462700212786e-06,7.168603518146547e-08
88485,79754,4713,1.6865671641791045,2.9041378300300833e-06,1.1946398791168527e-07
88524,79802,4713,1.5357142857142858,2.7624725700286158e-06,1.0877868178684111e-07
88571,79802,4713,2.1971830985915495,3.329133610034486e-06,1.556322574664009e-07
88612,79802,4713,2.0,2.9041378300300833e-06,1.416652600014675e-07
88657,79876,4713,1.5221238938053097,3.1874683500330183e-06,1.0781603858518764e-07
88708,79907,4713,1.426356589147287,3.612464130037421e-06,1.0103258852817836e-07
88766,79907,4713,1.25,4.108292540042557e-06,8.854078750091717e-08
88828,79967,4714,1.2857142857142858,4.391623060045492e-06,9.107052428665767e-08
88852,80005,4714,1.1337209302325582,1.6999831200176098e-06,8.030443517525046e-08
88935,80038,4716,1.233695652173913,5.8791082900609e-06,8.73859076639487e-08
89015,80064,4716,1.2769230769230768,5.666610400058699e-06,9.044781984709077e-08
89109,80092,4718,1.3009259259259258,6.658267220068972e-06,9.214800476947305e-08
89280,80137,4718,2.194871794871795,1.211237973012547e-05,1.5546854174520021e-07
89376,80162,4718,1.9427312775330396,6.799932480070439e-06,1.3760876577235057e-07
89454,80204,4720,1.7630522088353413,5.5249451400572316e-06,1.2488162478041008e-07
89614,80244,4720,1.7971530249110321,1.1333220800117398e-05,1.2729707526822258e-07
89768,80297,4721,1.1401869158878504,1.0908225020112996e-05,8.076243794476182e-08
89957,80341,4722,1.3174603174603174,1.3387367070138676e-05,9.331917920731588e-08
90192,80409,4724,1.6810933940774488,1.664566805017243e-05,1.1907626637936562e-07
90432,80459,4724,1.61980198019802,1.69998312001761e-05,1.147348343378222e-07
90658,80466,4728,1.8237704918032787,1.6008174380165825e-05,1.2918246045215786e-07
90875,80517,4728,1.5800344234079173,1.5370680710159223e-05,1.1191799370167569e-07
91074,80594,4730,1.1951219512195121,1.4095693370146014e-05,8.465363097648665e-08
91359,80680,4730,1.1332518337408313,2.0187299550209116e-05,8.027120783701733e-08
91500,80787,4733,0.946067415730337,9.987400830103458e-06,6.701244321417731e-08
91690,80907,4737,0.8877995642701525,1.3458199700139411e-05,6.288517805076035e-08
91864,81018,4740,0.8956916099773242,1.232487762012767e-05,6.344419240428532e-08
91983,81113,4743,0.6731391585760518,8.429082970087315e-06,4.768021695842271e-08
92109,81234,4747,0.7232779097387173,8.924911380092452e-06,5.1231676568226654e-08
92255,81417,4749,0.6932515337423313,1.0341563980107126e-05,4.910482938701173e-08
92406,81592,4750,0.6860759493670886,1.0695727130110795e-05,4.8596563873921126e-08
92540,81788,4752,0.8926282051282052,9.491572420098322e-06,6.322720338206522e-08
92646,81969,4753,0.8817733990147784,7.508258780077777e-06,6.245832891690315e-08
92778,82125,4757,0.9256637168141593,9.349907160096855e-06,6.556719555820132e-08
92919,82247,4760,0.9464944649446494,9.987400830103458e-06,6.70426922331668e-08
92986,82440,4764,0.800718132854578,4.745786210049161e-06,5.671697123936669e-08
93091,82633,4769,0.8286778398510242,7.437426150077043e-06,5.869743081997489e-08
93210,82804,4771,0.8260038240917782,8.429082970087315e-06,5.8508023251084085e-08
93308,82956,4772,0.7582846003898636,6.941597740071907e-06,5.371129253466944e-08
93392,83108,4774,0.9103139013452914,5.949940920061634e-06,6.447992775851547e-08
93503,83200,4775,0.9258426966292135,7.862421930081445e-06,6.557987316921865e-08
93605,83283,4775,0.9143518518518519,7.224928260074842e-06,6.476594641270794e-08
93675,83408,4776,0.9434447300771208,4.9582841000513615e-06,6.682667149169481e-08
93720,83566,4778,0.8078817733990148,3.1874683500330183e-06,5.722439073950903e-08
93782,83663,4779,0.6771844660194175,4.391623060045492e-06,4.796675672379785e-08
93851,83793,4781,0.6227848101265823,4.887451470050628e-06,4.4113486025773415e-08
93922,83924,4782,0.6730245231607629,5.029116730052095e-06,4.767209703046657e-08
93978,83988,4783,0.7865853658536586,3.96662728004109e-06,5.5715910183503976e-08
94027,84058,4784,0.8781362007168458,3.4707988700359534e-06,6.220069659562639e-08
94077,84168,4784,0.9186991869918699,3.541631500036687e-06,6.507387959417003e-08
94118,84251,4785,0.7935222672064778,2.9041378300300833e-06,5.620726915037981e-08
94166,84335,4786,0.7286821705426356,3.3999662400352196e-06,5.161447457417808e-08
94202,84419,4791,0.7142857142857143,2.5499746800264145e-06,5.0594735714809816e-08
94236,84484,4793,0.7035398230088495,2.4083094200249474e-06,4.983357597396754e-08
94272,84546,4795,0.7857142857142857,2.5499746800264145e-06,5.56542092862908e-08
94310,84594,4796,0.7659574468085106,2.691639940027882e-06,5.4254780426093936e-08
94363,84652,4797,0.92,3.7541293900388884e-06,6.516601960067505e-08
94402,84695,4800,1.0440251572327044,2.7624725700286158e-06,7.395104767372202e-08
94445,84737,4801,1.1233766233766234,3.045803090031551e-06,7.957172071510998e-08
94491,84782,4801,1.2569444444444444,3.258300980033752e-06,8.903268076481116e-08
94516,84837,4801,0.9503105590062112,1.7708157500183436e-06,6.731299621187742e-08
94565,84873,4802,0.9819277108433735,3.4707988700359534e-06,6.955252222963615e-08
94601,84900,4805,0.9017341040462428,2.5499746800264145e-06,6.387219815095066e-08
94621,84932,4806,0.7182320441988951,1.4166526000146748e-06,5.0874264641410975e-08
94641,84957,4806,0.8169934640522876,1.4166526000146748e-06,5.786979575223344e-08
94683,85005,4806,0.7239263803680982,2.974970460030817e-06,5.1277609448383934e-08
94722,85025,4807,0.7756410256410257,2.7624725700286158e-06,5.4940693782620406e-08
94752,85054,4808,1.0076923076923077,2.1249789000220124e-06,7.137749638535477e-08
94851,85086,4808,1.68,7.0124303700726405e-06,1.1899881840123269e-07
94911,85101,4809,1.9322033898305084,4.249957800044025e-06,1.3686304779802792e-07
94934,85129,4809,1.7520661157024793,1.629150490016876e-06,1.2410345091037648e-07
94966,85155,4810,1.633587786259542,2.26664416002348e-06,1.1571131923783987e-07
95021,85181,4810,0.8095238095238095,3.895794650040356e-06,5.734070047678446e-08
95056,85204,4811,0.6359649122807017,2.4791420500256807e-06,4.504706732502803e-08
95103,85226,4811,0.7971698113207547,3.329133610034486e-06,5.646563429303775e-08
95159,85239,4811,0.9018691588785047,3.96662728004109e-06,6.388176443991409e-08
95196,85257,4811,1.0294117647058822,2.6208073100271483e-06,7.291594264781414e-08
95229,85275,4811,1.193103448275862,2.3374767900242136e-06,8.45106551043237e-08
95254,85304,4811,0.893491124260355,1.7708157500183436e-06,6.328832621367335e-08
95289,85323,4812,0.6735751295336787,2.4791420500256807e-06,4.771109792795537e-08
95323,85343,4812,0.7257142857142858,2.4083094200249474e-06,5.140425148624677e-08
95368,85360,4813,0.8034682080924855,3.1874683500330183e-06,5.691176630116757e-08
95416,85381,4813,1.0728476821192052,3.3999662400352196e-06,7.599262291469447e-08
95452,85398,4813,1.2538461538461538,2.5499746800264145e-06,8.881322069322769e-08
95499,85423,4813,1.3858267716535433,3.329133610034486e-06,9.816175496164677e-08
95536,85460,4813,1.20863309352518,2.6208073100271483e-06,8.561066072031128e-08
95568,85479,4813,0.9382716049382716,2.26664416002348e-06,6.646024543278721e-08
95617,85494,4813,1.0122699386503067,3.4707988700359534e-06,7.170174202528262e-08
95648,85511,4813,0.8465909090909091,2.195811530022746e-06,5.996626062562118e-08
95694,85530,4813,0.9404761904761905,3.258300980033752e-06,6.661640202449959e-08
95744,85540,4813,1.1578947368421053,3.541631500036687e-06,8.20167294745338e-08
95789,85566,4813,1.0424242424242425,3.1874683500330183e-06,7.383765066743154e-08
95829,85588,4813,1.2147651006711409,2.8333052000293495e-06,8.6045006913643e-08
95875,85612,4813,1.1455696202531647,3.258300980033752e-06,8.114370905147347e-08
95913,85641,4813,0.9602272727272727,2.691639940027882e-06,6.801542312570455e-08
95979,85658,4813,1.1046511627906976,4.674953580048427e-06,7.824534709383378e-08
96034,85669,4813,1.132596685082873,3.895794650040356e-06,8.022480193453269e-08
96083,85690,4813,1.149171270718232,3.4707988700359534e-06,8.139882342625756e-08
96124,85707,4813,1.2485207100591715,2.9041378300300833e-06,8.843600550387466e-08
96146,85720,4814,0.8789473684210526,1.5583178600161423e-06,6.225815373748702e-08
96203,85743,4814,0.824390243902439,4.0374599100418235e-06,5.839372912255611e-08
96231,85762,4814,0.7115384615384616,1.983313640020545e-06,5.0400140577445163e-08
96271,85791,4814,0.6966824644549763,2.8333052000293495e-06,4.9347851232738676e-08
96322,85819,4814,1.0538922155688624,3.612464130037421e-06,7.464995736604276e-08
96389,85840,4814,1.1005917159763314,4.745786210049161e-06,7.795780579962411e-08
96427,85873,4814,1.3243243243243243,2.691639940027882e-06,9.380537486583657e-08
96461,85899,4814,1.2925170068027212,2.4083094200249474e-06,9.1552378912513e-08
96514,85929,4814,1.0909090909090908,3.7541293900388884e-06,7.727196000080044e-08
96557,85950,4814,0.9032258064516129,3.045803090031551e-06,6.397785935550143e-08
96602,85974,4814,0.8928571428571429,3.1874683500330183e-06,6.324341964351227e-08
96643,86002,4814,0.9578947368421052,2.9041378300300833e-06,6.785020347438706e-08
96826,86018,4814,1.625,1.2962371290134274e-05,1.1510302375119233e-07
96921,86031,4814,2.1666666666666665,6.7290998500697055e-06,1.534706983349231e-07
96984,86049,4814,2.182857142857143,4.462455690046226e-06,1.5461751234445878e-07
97004,86082,4814,1.9835164835164836,1.4166526000146748e-06,1.4049768917727955e-07
97097,86111,4814,0.8685897435897436,6.587434590068238e-06,6.152449593012451e-08
97153,86135,4814,0.6373626373626373,3.96662728004109e-06,4.5146071868599523e-08
97250,86162,4814,0.6963350785340314,6.870765110071173e-06,4.932324497433292e-08
97333,86189,4814,0.9113573407202216,5.8791082900609e-06,6.455383731368809e-08
97411,86212,4814,1.1586715867158672,5.5249451400572316e-06,8.20717557942081e-08
97565,86241,4815,1.7758620689655173,1.0908225020112996e-05,1.25788980863372e-07
97622,86264,4816,1.3984962406015038,4.0374599100418235e-06,9.905916676794342e-08
97684,86301,4817,1.0668693009118542,4.391623060045492e-06,7.556915845063083e-08
97740,86344,4817,1.0477707006369428,3.96662728004109e-06,7.421635436382612e-08
97816,86369,4818,0.6092233009708737,5.383279880055764e-06,4.3152888665495556e-08
97852,86393,4820,0.6182795698924731,2.5499746800264145e-06,4.3794368011206345e-08
97902,86421,4821,0.6210826210826211,3.541631500036687e-06,4.399291549903121e-08
97948,86451,4821,0.6322188449848024,3.258300980033752e-06,4.478172352629975e-08
97980,86488,4821,0.6533864541832669,2.26664416002348e-06,4.6281080956654715e-08
98018,86518,4821,0.7217391304347827,2.691639940027882e-06,5.1122680783138265e-08
98045,86543,4821,0.6559633027522935,1.912481010019811e-06,4.6463605917912494e-08
98069,86572,4822,0.5817307692307693,1.6999831200176098e-06,4.12055203369653e-08
98104,86616,4822,0.7560975609756098,2.4791420500256807e-06,5.3556378781042584e-08
98126,86667,4822,0.6506024096385542,1.5583178600161423e-06,4.6083879759513515e-08
98150,86700,4822,0.7342657342657343,1.6999831200176098e-06,5.200997307746184e-08
98185,86727,4822,0.9586776859504132,2.4791420500256807e-06,6.790566181888524e-08
98240,86751,4822,1.096774193548387,3.895794650040356e-06,7.768740064596603e-08
98318,86769,4822,1.7777777777777777,5.5249451400572316e-06,1.2592467555685997e-07
98407,86792,4822,2.447619047619048,6.304104070065303e-06,1.733712943827483e-07
98511,86816,4823,2.810344827586207,7.366593520076309e-06,1.9906411534688965e-07
98598,86847,4823,2.6323529411764706,6.162438810063835e-06,1.8645648191369617e-07
98709,86888,4823,2.0364583333333335,7.862421930081445e-06,1.4424769963691092e-07
98796,86900,4823,1.5136186770428015,6.162438810063835e-06,1.0721359171317286e-07
98902,86937,4824,1.1993865030674846,7.508258780077777e-06,8.495570039965303e-08
99000,86968,4827,1.1229050279329609,6.941597740071907e-06,7.9538316369539e-08
99142,86998,4827,1.1074168797953965,1.005823346010419e-05,7.844125010311435e-08
99245,87017,4827,1.154241645244216,7.2957608900755756e-06,8.175797138902172e-08
99336,87051,4830,1.1099744245524297,6.4457693300667704e-06,7.86224077245996e-08
99458,87101,4831,1.1393034825870647,8.641580860089517e-06,8.069986204063695e-08
99570,87147,4832,0.9884526558891455,7.93325456008218e-06,7.001470124783843e-08
99709,87204,4835,1.0334075723830736,9.84573557010199e-06,7.319897621456673e-08
99839,87259,4835,1.1589861751152073,9.208241900095387e-06,8.209403891790108e-08
99945,87331,4835,1.0633187772925765,7.508258780077777e-06,7.531766552479767e-08
100043,87404,4835,1.105140186915888,6.941597740071907e-06,7.827998595875481e-08
100159,87483,4835,0.9698275862068966,8.216585080085114e-06,6.86954385782978e-08
100275,87582,4837,0.8667992047713717,8.216585080085114e-06,6.139766735650082e-08
100405,87707,4837,0.944558521560575,9.208241900095387e-06,6.690556427174029e-08
100509,87815,4837,0.985200845665962,7.366593520076309e-06,6.978436697746706e-08
100617,87944,4838,1.0177777777777777,7.649924040079244e-06,7.209187675630233e-08
100737,88041,4840,1.0596330275229358,8.49991560008805e-06,7.505659417508942e-08
100844,88122,4843,0.9543478260869566,7.579091410078511e-06,6.759896645722198e-08
100959,88211,4846,0.9656652360515021,8.14575245008438e-06,6.840060836980725e-08
101056,88326,4847,0.9585152838427947,6.870765110071173e-06,6.789415845048496e-08
101170,88429,4849,0.9372294372294372,8.074919820083647e-06,6.638642595306864e-08
101267,88538,4853,0.9635535307517085,6.870765110071173e-06,6.825103072963639e-08
101415,88666,4853,1.0133333333333334,1.0483229240108593e-05,7.17770650674102e-08
101521,88781,4854,1.0592255125284737,7.508258780077777e-06,7.502772881626694e-08
101635,88861,4857,1.073903002309469,8.074919820083647e-06,7.606737401926372e-08
101728,88963,4859,1.0898345153664302,6.587434590068238e-06,7.719584498897931e-08
101811,89104,4860,0.868421052631579,5.8791082900609e-06,6.151254710590036e-08
101909,89205,4862,0.8344086021505376,6.941597740071907e-06,5.910335578555847e-08
102002,89330,4863,0.789247311827957,6.587434590068238e-06,5.5904462817783415e-08
102102,89423,4864,0.8112798264642083,7.083263000073374e-06,5.7465083774998746e-08
102207,89518,4865,1.0,7.437426150077043e-06,7.083263000073375e-08
102311,89586,4869,1.0360824742268042,7.366593520076309e-06,7.338844654715197e-08
102389,89697,4874,1.0544959128065394,5.5249451400572316e-06,7.46927188291116e-08
102481,89813,4877,1.0133689839572193,6.516601960067504e-06,7.17795902948612e-08
102571,89923,4881,0.9191919191919192,6.374936700066037e-06,6.510878111178556e-08
102649,90031,4884,0.8407960199004975,5.5249451400572316e-06,5.95557933837015e-08
102731,90099,4886,0.8837209302325582,5.808275660060167e-06,6.259627767506703e-08
102808,90159,4887,0.862796833773087,5.454112510056498e-06,6.111416889245365e-08
102930,90213,4888,0.9862637362637363,8.641580860089517e-06,6.985965431391048e-08
